Time,Angle,Angle speed,Сontrol angular acceleration
0.01,-0.1733111947230369,0.12264144368146195,0.04683960418588683
0.02,-0.1720847802862223,0.1231097940343242,0.0468350352862265
0.03,-0.17085368234587905,0.12357809880503763,0.04683047707134268
0.04,-0.16961790135782867,0.12404635811220635,0.046825930716872646
0.05,-0.1683774377767066,0.124514572489804,0.0468214377597652
0.060000000000000005,-0.16713229205180857,0.12498274207512168,0.04681695853176719
0.07,-0.16588246463105735,0.12545086700164246,0.04681249265207642
0.08,-0.16462795596104093,0.1259189477761608,0.04680807745183434
0.09,-0.16336876648327933,0.12638698456388797,0.04680367877271653
0.09999999999999999,-0.16210489663764044,0.12685497751314384,0.04679929492558617
0.10999999999999999,-0.160836346862509,0.12732292710647874,0.04679495933349136
0.11999999999999998,-0.1595631175914442,0.1277908335346955,0.04679064282167493
0.12999999999999998,-0.15828520925609724,0.12825869696091863,0.04678634262231361
0.13999999999999999,-0.15700262228648806,0.1287265178462115,0.04678208852928652
0.15,-0.15571535710802595,0.1291942964048235,0.04677785586120038
0.16,-0.1544234141439777,0.12966203281466188,0.04677364098383839
0.17,-0.15312679381583108,0.1301297275178934,0.04676947032315128
0.18000000000000002,-0.15182549654065214,0.1305973807502427,0.04676532323492845
0.19000000000000003,-0.15051952273314972,0.1310649927043881,0.046761195414541615
0.20000000000000004,-0.14920887280610584,0.13153256380603384,0.046757110164575746
0.21000000000000005,-0.1478935471680455,0.13200009430231432,0.04675304962804695
0.22000000000000006,-0.14657354622502236,0.13246758441719525,0.04674901148809317
0.23000000000000007,-0.1452488703808504,0.13293503455394678,0.046745013675153727
0.24000000000000007,-0.14391952003531094,0.13340244496738415,0.04674104134373787
0.25000000000000006,-0.1425854955856371,0.13386981591692465,0.04673709495405083
0.26000000000000006,-0.14124679742646784,0.1343371477834771,0.0467331866552466
0.2700000000000001,-0.13990342594863306,0.13480444082966625,0.04672930461891496
0.2800000000000001,-0.1385553815403364,0.1352716953471157,0.04672545174494354
0.2900000000000001,-0.13720266458686523,0.1357389116980271,0.0467216350911409
0.3000000000000001,-0.13584527546988495,0.13620609015297558,0.04671784549484832
0.3100000000000001,-0.13448321456835519,0.13667323103281256,0.0467140879836984
0.3200000000000001,-0.13311648225802705,0.1371403346844382,0.04671036516256301
0.3300000000000001,-0.13174507891118267,0.13760740138653127,0.04670667020930587
0.34000000000000014,-0.13036900489731737,0.1380744314864453,0.04670300999140305
0.35000000000000014,-0.1289882605824529,0.13854142531895067,0.04669938325053784
